 ,x,1 (img_000000000_Default_000.tif),2 (img_000000001_Default_000.tif),3 (img_000000002_Default_000.tif),4 (img_000000003_Default_000.tif),5 (img_000000004_Default_000.tif),6 (img_000000005_Default_000.tif),7 (img_000000006_Default_000.tif),8 (img_000000007_Default_000.tif),9 (img_000000008_Default_000.tif),10 (img_000000009_Default_000.tif),11 (img_000000010_Default_000.tif),12 (img_000000011_Default_000.tif),13 (img_000000012_Default_000.tif),14 (img_000000013_Default_000.tif),15 (img_000000014_Default_000.tif),16 (img_000000015_Default_000.tif),17 (img_000000016_Default_000.tif),18 (img_000000017_Default_000.tif),19 (img_000000018_Default_000.tif),20 (img_000000019_Default_000.tif),21 (img_000000020_Default_000.tif),22 (img_000000021_Default_000.tif),23 (img_000000022_Default_000.tif),24 (img_000000023_Default_000.tif),25 (img_000000024_Default_000.tif),26 (img_000000025_Default_000.tif),27 (img_000000026_Default_000.tif),28 (img_000000027_Default_000.tif),29 (img_000000028_Default_000.tif),30 (img_000000029_Default_000.tif),31 (img_000000030_Default_000.tif),32 (img_000000031_Default_000.tif),33 (img_000000032_Default_000.tif),34 (img_000000033_Default_000.tif),35 (img_000000034_Default_000.tif),36 (img_000000035_Default_000.tif),37 (img_000000036_Default_000.tif),38 (img_000000037_Default_000.tif),39 (img_000000038_Default_000.tif),40 (img_000000039_Default_000.tif),41 (img_000000040_Default_000.tif),42 (img_000000041_Default_000.tif),43 (img_000000042_Default_000.tif),44 (img_000000043_Default_000.tif),45 (img_000000044_Default_000.tif),46 (img_000000045_Default_000.tif),47 (img_000000046_Default_000.tif),48 (img_000000047_Default_000.tif),49 (img_000000048_Default_000.tif),50 (img_000000049_Default_000.tif),51 (img_000000050_Default_000.tif),52 (img_000000051_Default_000.tif),53 (img_000000052_Default_000.tif),54 (img_000000053_Default_000.tif),55 (img_000000054_Default_000.tif),56 (img_000000055_Default_000.tif),57 (img_000000056_Default_000.tif),58 (img_000000057_Default_000.tif),59 (img_000000058_Default_000.tif),60 (img_000000059_Default_000.tif),61 (img_000000060_Default_000.tif),62 (img_000000061_Default_000.tif),63 (img_000000062_Default_000.tif),64 (img_000000063_Default_000.tif),65 (img_000000064_Default_000.tif),66 (img_000000065_Default_000.tif),67 (img_000000066_Default_000.tif),68 (img_000000067_Default_000.tif),69 (img_000000068_Default_000.tif),70 (img_000000069_Default_000.tif),71 (img_000000070_Default_000.tif),72 (img_000000071_Default_000.tif),73 (img_000000072_Default_000.tif),74 (img_000000073_Default_000.tif),75 (img_000000074_Default_000.tif),76 (img_000000075_Default_000.tif),77 (img_000000076_Default_000.tif),78 (img_000000077_Default_000.tif),79 (img_000000078_Default_000.tif),80 (img_000000079_Default_000.tif),81 (img_000000080_Default_000.tif),82 (img_000000081_Default_000.tif),83 (img_000000082_Default_000.tif),84 (img_000000083_Default_000.tif),85 (img_000000084_Default_000.tif),86 (img_000000085_Default_000.tif),87 (img_000000086_Default_000.tif),88 (img_000000087_Default_000.tif),89 (img_000000088_Default_000.tif),90 (img_000000089_Default_000.tif),91 (img_000000090_Default_000.tif),92 (img_000000091_Default_000.tif),93 (img_000000092_Default_000.tif),94 (img_000000093_Default_000.tif),95 (img_000000094_Default_000.tif),96 (img_000000095_Default_000.tif),97 (img_000000096_Default_000.tif),98 (img_000000097_Default_000.tif),99 (img_000000098_Default_000.tif),100 (img_000000099_Default_000.tif),101 (img_000000100_Default_000.tif),102 (img_000000101_Default_000.tif),103 (img_000000102_Default_000.tif),104 (img_000000103_Default_000.tif),105 (img_000000104_Default_000.tif),106 (img_000000105_Default_000.tif),107 (img_000000106_Default_000.tif),108 (img_000000107_Default_000.tif),109 (img_000000108_Default_000.tif),110 (img_000000109_Default_000.tif),111 (img_000000110_Default_000.tif),112 (img_000000111_Default_000.tif),113 (img_000000112_Default_000.tif),114 (img_000000113_Default_000.tif),115 (img_000000114_Default_000.tif),116 (img_000000115_Default_000.tif),117 (img_000000116_Default_000.tif),118 (img_000000117_Default_000.tif),119 (img_000000118_Default_000.tif),120 (img_000000119_Default_000.tif),121 (img_000000120_Default_000.tif),122 (img_000000121_Default_000.tif),123 (img_000000122_Default_000.tif),124 (img_000000123_Default_000.tif),125 (img_000000124_Default_000.tif),126 (img_000000125_Default_000.tif),127 (img_000000126_Default_000.tif),128 (img_000000127_Default_000.tif),129 (img_000000128_Default_000.tif),130 (img_000000129_Default_000.tif),131 (img_000000130_Default_000.tif),132 (img_000000131_Default_000.tif),133 (img_000000132_Default_000.tif),134 (img_000000133_Default_000.tif),135 (img_000000134_Default_000.tif),136 (img_000000135_Default_000.tif),137 (img_000000136_Default_000.tif),138 (img_000000137_Default_000.tif),139 (img_000000138_Default_000.tif),140 (img_000000139_Default_000.tif),141 (img_000000140_Default_000.tif),142 (img_000000141_Default_000.tif),143 (img_000000142_Default_000.tif),144 (img_000000143_Default_000.tif),145 (img_000000144_Default_000.tif),146 (img_000000145_Default_000.tif),147 (img_000000146_Default_000.tif),148 (img_000000147_Default_000.tif),149 (img_000000148_Default_000.tif),150 (img_000000149_Default_000.tif),151 (img_000000150_Default_000.tif)
634,633,21252.408,21703.824,21908.239,20751.255,21070.939,20937.144,20601.193,20743.462,20689.887,20925.496,21425.824,20565.855,20710.718,20187.064,20712.665,20186.482,19734.690,19368.226,19060.721,18105.696,18150.315,18630.155,19241.810,19546.909,19923.472,20849.709,19875.084,21137.103,19869.366,19878.708,20812.965,19194.787,20270.187,20753.081,20282.567,20235.147,21167.096,22773.054,20175.790,21130.405,20839.563,21099.619,21097.284,20748.399,20098.292,20810.391,20346.343,20678.851,21292.107,21799.319,20924.960,22218.419,21579.330,21802.604,22319.095,20715.525,21089.077,20763.519,21317.287,21291.009,22021.394,22598.825,22099.879,21785.937,22993.946,23373.139,22761.541,21402.973,21995.867,21758.921,21772.724,21926.830,22559.496,21771.116,22188.780,21870.075,22644.049,22609.853,21500.190,21622.797,22145.252,21892.515,21758.299,21060.328,21552.216,21586.118,21719.186,21921.105,21426.613,21833.974,22105.052,22310.444,21869.217,21407.813,21519.052,21260.143,21870.884,21674.990,21522.112,22903.369,22600.849,22660.348,24189.185,24242.842,23141.119,21671.267,21882.782,21809.681,21246.035,21506.541,21329.073,22266.892,22582.386,21522.494,22091.931,22299.758,22581.679,21664.968,22298.595,21676.261,21727.214,21225.032,22241.393,21943.888,21739.049,22124.335,22556.948,22144.917,22251.810,21979.627,22153.691,22113.408,22064.335,22209.756,21916.586,22302.472,22284.416,21966.740,21839.294,21866.379,22156.421,22025.563,22374.113,21869.663,22159.368,23192.063,21562.941,21891.449,21020.516,20711.055,22187.265
635,634,21213.348,21692.772,21878.487,20761.223,21020.315,20940.624,20614.334,20720.458,20675.315,20913.613,21401.219,20554.277,20690.645,20174.530,20742.847,20178.042,19782.997,19373.927,19037.561,18098.753,18143.842,18583.945,19221.895,19561.310,19922.655,20839.325,19897.291,21140.901,19873.560,19874.625,20817.890,19179.471,20275.232,20776.421,20301.929,20225.738,21156.986,22730.168,20179.896,21143.204,20839.396,21123.503,21063.036,20764.006,20086.947,20788.182,20320.236,20697.493,21268.263,21826.907,20937.951,22234.232,21621.130,21829.252,22338.003,20718.574,21078.783,20791.011,21308.625,21298.304,21988.493,22607.080,22113.871,21792.567,23001.302,23345.508,22752.477,21431.092,22010.227,21735.083,21772.303,21953.737,22556.424,21771.743,22207.598,21839.334,22634.064,22589.913,21516.488,21626.022,22180.447,21878.156,21743.221,21071.805,21533.625,21575.729,21719.421,21944.217,21414.868,21817.582,22099.307,22310.847,21901.006,21397.533,21504.272,21258.898,21876.820,21703.777,21528.533,22873.765,22617.248,22662.065,24180.669,24256.625,23124.507,21635.116,21907.322,21769.735,21203.673,21530.550,21330.848,22278.711,22557.506,21524.611,22077.539,22287.720,22577.384,21684.862,22333.331,21729.840,21733.104,21205.038,22245.178,21935.941,21756.969,22124.766,22591.471,22148.454,22240.361,21933.790,22163.035,22076.999,22062.740,22214.387,21856.324,22284.758,22274.095,21957.115,21814.888,21862.561,22156.731,22008.168,22380.027,21865.604,22139.401,23201.847,21555.776,21887.300,21028.355,20710.725,22218.133
636,635,21158.040,21664.216,21843.577,20733.887,20970.345,20926.322,20603.224,20709.551,20634.964,20864.871,21378.961,20542.430,20682.847,20141.241,20772.995,20167.080,19745.070,19333.528,19020.500,18096.608,18101.336,18586.224,19213.459,19540.866,19907.998,20804.830,19862.045,21125.269,19853.669,19863.848,20802.456,19171.005,20261.418,20748.151,20283.492,20202.116,21153.643,22689.881,20147.569,21147.257,20832.518,21137.304,21043.086,20777.685,20058.590,20815.444,20268.998,20680.629,21288.596,21818.166,20962.343,22252.818,21635.656,21839.515,22344.429,20730.993,21126.863,20800.887,21317.283,21278.573,21963.441,22565.948,22126.053,21823.159,23019.652,23315.741,22699.679,21459.216,21994.155,21757.739,21777.898,21920.580,22562.592,21785.919,22236.432,21829.870,22604.760,22576.829,21510.962,21599.675,22209.426,21932.925,21728.428,21070.415,21502.731,21541.766,21725.472,21950.281,21395.724,21769.167,22074.984,22317.621,21899.179,21384.393,21513.075,21229.368,21858.418,21704.356,21515.382,22855.269,22637.475,22692.215,24181.537,24263.999,23136.249,21648.162,21921.423,21771.852,21177.907,21499.400,21331.922,22277.829,22523.393,21520.986,22070.196,22275.381,22566.302,21668.131,22329.907,21760.838,21746.470,21182.352,22211.673,21922.204,21753.711,22125.178,22564.096,22169.265,22243.963,21896.037,22140.049,22070.218,22059.220,22187.555,21792.436,22275.987,22236.908,21923.923,21818.277,21846.188,22125.226,21972.114,22352.416,21896.596,22121.703,23188.655,21551.713,21868.852,21011.957,20684.866,22248.435
637,636,21116.574,21639.463,21786.525,20732.531,20939.250,20948.244,20616.349,20676.683,20632.684,20841.968,21390.628,20551.578,20700.502,20142.965,20765.972,20175.829,19749.328,19332.062,19001.363,18127.176,18079.804,18555.671,19218.649,19528.356,19906.057,20789.159,19880.283,21136.065,19856.820,19864.325,20837.627,19169.290,20270.747,20744.384,20255.225,20216.177,21172.719,22689.541,20146.963,21128.761,20854.067,21145.467,21065.235,20801.223,20037.901,20804.491,20255.597,20665.094,21334.574,21846.884,20975.326,22249.122,21666.729,21853.060,22323.051,20729.103,21119.516,20840.990,21349.996,21276.913,21952.922,22548.563,22117.081,21850.931,23081.177,23320.366,22662.360,21427.836,22015.440,21752.425,21787.863,21912.499,22525.731,21734.348,22209.182,21787.599,22576.525,22547.916,21520.481,21583.757,22207.977,21949.369,21742.721,21042.660,21472.755,21510.692,21730.220,21933.281,21407.833,21781.820,22043.143,22326.079,21874.307,21387.041,21481.878,21210.028,21861.260,21682.743,21512.598,22807.255,22637.359,22686.607,24158.382,24228.308,23120.876,21645.989,21926.415,21773.572,21147.697,21480.948,21322.134,22272.895,22512.630,21507.252,22038.273,22234.058,22544.713,21664.884,22329.218,21796.324,21733.388,21147.513,22196.981,21916.554,21753.371,22123.472,22592.951,22173.930,22226.772,21862.371,22124.179,22083.041,22050.734,22167.543,21740.209,22248.874,22192.241,21878.479,21845.549,21811.970,22096.287,21929.230,22337.259,21893.769,22133.535,23161.940,21539.972,21834.057,20988.813,20661.570,22293.425
638,637,21056.623,21602.916,21735.498,20714.669,20905.000,20941.206,20621.646,20627.278,20589.635,20783.996,21389.594,20524.367,20698.915,20081.974,20757.681,20160.439,19750.309,19319.009,18973.052,18113.575,18104.778,18524.508,19202.747,19526.899,19898.426,20753.544,19856.197,21127.308,19831.408,19845.221,20813.679,19148.496,20289.533,20734.901,20248.462,20179.829,21199.051,22658.378,20130.399,21135.209,20862.707,21150.735,21007.848,20774.779,20027.680,20793.203,20232.557,20659.226,21332.512,21857.158,20983.439,22218.226,21678.962,21869.352,22361.048,20731.906,21122.216,20815.175,21365.582,21255.586,21934.215,22510.599,22110.673,21886.837,23109.037,23334.386,22643.935,21415.742,22027.395,21681.381,21805.623,21926.985,22501.585,21722.712,22200.928,21756.525,22572.781,22571.975,21505.739,21614.681,22203.316,21920.320,21695.047,21036.474,21467.714,21506.305,21724.276,21912.916,21388.796,21743.378,22027.494,22300.790,21883.103,21351.570,21501.707,21195.336,21857.620,21673.205,21569.702,22770.619,22580.035,22675.728,24153.160,24189.395,23065.639,21622.085,21913.529,21763.210,21090.849,21515.299,21312.093,22247.685,22497.344,21515.219,22051.997,22217.952,22536.058,21645.234,22340.831,21808.041,21686.153,21112.345,22184.839,21858.326,21778.000,22124.919,22593.713,22151.235,22193.607,21824.356,22098.343,22069.206,22040.007,22125.330,21675.037,22194.731,22134.843,21859.103,21861.845,21781.196,22090.433,21888.426,22305.480,21848.202,22138.433,23167.157,21484.315,21835.807,20974.888,20636.215,22331.013
639,638,21024.209,21596.206,21728.407,20713.690,20869.160,20945.874,20621.874,20606.296,20556.978,20762.327,21392.998,20503.565,20708.605,20072.623,20721.425,20141.078,19753.512,19328.607,18981.301,18126.191,18076.632,18486.341,19168.405,19484.512,19861.707,20759.590,19848.153,21121.451,19821.474,19811.105,20819.710,19153.573,20282.106,20708.521,20212.010,20140.300,21195.944,22617.716,20123.998,21126.294,20839.071,21156.961,20995.747,20759.551,20014.728,20816.157,20227.954,20641.915,21368.163,21870.998,20981.718,22215.258,21721.447,21857.780,22352.662,20722.828,21128.851,20830.985,21374.868,21274.714,21882.707,22470.982,22097.424,21925.953,23136.744,23372.323,22619.088,21405.482,22014.092,21655.156,21778.483,21905.502,22462.240,21720.648,22180.424,21748.909,22522.967,22550.819,21525.208,21632.273,22177.049,21931.541,21650.858,21042.199,21437.564,21503.298,21735.844,21863.097,21374.376,21701.891,22012.872,22321.846,21904.548,21317.155,21520.149,21186.274,21854.081,21648.451,21552.370,22752.177,22554.625,22663.074,24147.785,24187.349,23025.804,21594.660,21909.948,21716.490,21066.808,21525.303,21294.431,22216.559,22454.411,21489.451,22073.329,22152.644,22520.099,21616.138,22328.800,21837.895,21656.353,21073.091,22174.681,21862.319,21780.755,22129.328,22571.990,22127.787,22166.493,21756.869,22074.768,22010.191,22038.979,22065.525,21605.895,22171.516,22095.007,21826.788,21891.835,21720.788,22074.248,21871.422,22280.448,21860.000,22072.296,23141.065,21461.594,21795.030,20932.898,20614.868,22381.947
640,639,21010.506,21534.880,21708.004,20702.421,20853.465,20946.917,20630.817,20560.063,20536.854,20757.650,21408.174,20495.002,20710.915,20046.998,20695.007,20130.522,19759.842,19385.193,18948.406,18171.649,18076.221,18461.436,19157.313,19508.406,19886.466,20742.507,19870.137,21108.816,19828.609,19805.952,20819.992,19137.001,20278.304,20754.028,20196.244,20163.832,21219.941,22612.921,20139.629,21121.204,20835.667,21145.176,20937.568,20755.458,20008.810,20804.520,20229.130,20640.126,21403.889,21903.158,21021.399,22183.065,21759.891,21858.421,22370.802,20701.986,21089.638,20836.119,21432.385,21279.990,21862.986,22427.856,22059.083,21936.837,23130.975,23372.532,22600.215,21370.519,22014.692,21608.283,21784.934,21887.413,22411.940,21705.928,22173.024,21690.415,22492.572,22538.793,21517.790,21588.990,22143.438,21915.253,21647.767,21048.846,21384.738,21454.717,21749.088,21848.302,21364.971,21674.445,21961.541,22300.951,21863.765,21315.875,21464.413,21196.124,21788.325,21615.229,21543.081,22748.131,22569.890,22630.230,24163.037,24181.918,22969.913,21604.310,21930.582,21712.625,21034.994,21483.023,21297.151,22256.358,22454.605,21433.550,22068.562,22160.563,22495.824,21616.538,22325.440,21848.341,21642.210,21043.521,22171.659,21823.816,21738.551,22107.227,22569.542,22147.894,22148.417,21722.006,22086.816,21967.003,22027.145,22051.858,21592.142,22121.350,22030.282,21788.366,21874.808,21722.058,22037.961,21838.276,22262.201,21848.980,22064.494,23088.503,21433.909,21751.960,20909.306,20570.948,22417.548
641,640,20972.665,21488.151,21721.183,20711.078,20836.995,20890.995,20596.580,20511.021,20532.209,20740.435,21386.753,20456.597,20701.194,19994.493,20677.129,20135.316,19719.258,19405.047,18915.913,18195.784,18055.129,18393.304,19135.158,19518.158,19833.625,20699.625,19874.483,21077.652,19820.797,19777.182,20816.643,19108.179,20282.015,20754.176,20186.308,20119.041,21225.794,22616.055,20124.355,21110.002,20822.814,21146.606,20911.736,20713.937,19997.674,20807.923,20208.925,20604.024,21416.988,21918.233,21008.280,22155.475,21730.075,21847.202,22390.483,20707.632,21113.461,20817.191,21440.073,21273.189,21818.066,22380.882,22014.105,21920.640,23138.703,23390.133,22586.638,21369.617,21992.309,21581.824,21767.965,21856.624,22399.181,21704.222,22126.349,21656.602,22484.735,22534.615,21511.181,21563.578,22101.809,21890.377,21660.933,20971.536,21359.237,21447.490,21726.151,21845.339,21344.449,21635.345,21913.944,22268.026,21850.911,21311.703,21462.873,21198.692,21786.352,21610.682,21539.926,22698.167,22554.087,22621.027,24125.171,24137.964,22945.927,21564.948,21940.899,21667.716,20994.473,21465.229,21239.776,22276.584,22458.287,21394.040,22020.465,22150.286,22445.463,21627.757,22335.233,21789.006,21615.040,20999.144,22139.008,21750.318,21721.557,22121.827,22576.224,22167.979,22154.899,21682.335,22063.955,21930.957,22008.902,22010.444,21552.580,22093.170,22020.315,21745.841,21844.261,21715.028,21972.833,21766.227,22252.239,21792.538,22047.662,23093.506,21392.059,21735.797,20873.471,20519.000,22427.865
642,641,20973.532,21493.934,21721.366,20705.103,20833.117,20841.262,20595.288,20471.016,20498.785,20733.515,21383.204,20469.508,20675.774,19994.750,20661.505,20129.487,19683.987,19409.702,18899.287,18181.056,18008.061,18373.267,19131.789,19483.126,19824.930,20669.201,19845.548,21073.251,19824.874,19768.404,20795.890,19085.377,20297.894,20776.653,20200.421,20117.150,21204.078,22591.913,20133.575,21142.336,20824.151,21136.985,20905.131,20729.232,20002.340,20799.373,20221.862,20581.457,21434.986,21929.842,20996.838,22117.397,21750.430,21850.806,22344.372,20728.719,21087.798,20839.302,21457.097,21256.759,21787.873,22375.470,21979.751,21940.937,23137.812,23367.461,22535.149,21360.828,21967.359,21571.291,21754.873,21817.962,22384.170,21669.556,22082.476,21616.890,22461.313,22486.260,21499.470,21544.790,22034.330,21885.938,21623.647,20976.834,21299.507,21394.755,21675.316,21849.984,21315.937,21567.648,21887.898,22260.459,21792.672,21238.474,21426.957,21177.774,21736.858,21593.322,21524.292,22693.061,22523.224,22617.212,24107.310,24086.821,22914.495,21543.986,21905.488,21644.926,20979.593,21455.050,21213.786,22260.704,22416.314,21350.644,21978.364,22108.630,22418.811,21609.316,22275.645,21792.712,21569.896,20970.661,22099.600,21726.891,21715.245,22122.856,22598.319,22133.485,22114.026,21647.828,22016.817,21899.329,22005.579,21934.050,21495.773,22084.250,22008.843,21699.840,21815.902,21670.656,21930.314,21747.303,22223.487,21787.623,22031.259,23055.398,21324.506,21732.826,20831.657,20481.348,22452.618
643,642,21026.652,21488.607,21744.392,20683.517,20859.996,20827.022,20632.836,20399.170,20536.907,20762.097,21398.163,20475.103,20708.733,19985.699,20635.888,20128.437,19663.369,19404.298,18872.451,18214.029,17948.794,18375.547,19122.414,19440.441,19848.488,20672.083,19843.597,21055.332,19859.687,19781.065,20796.423,19067.516,20297.473,20815.531,20175.811,20137.899,21215.614,22635.538,20136.808,21166.039,20818.927,21177.869,20893.883,20721.662,20039.405,20809.722,20233.333,20575.559,21426.581,21942.237,21015.838,22122.900,21750.474,21817.264,22345.918,20693.315,21031.865,20826.755,21437.215,21203.871,21772.606,22349.514,21930.107,21917.735,23113.588,23364.319,22530.767,21366.141,21980.677,21526.697,21763.236,21786.929,22330.944,21628.544,22028.864,21564.803,22445.894,22480.013,21488.389,21528.243,21990.156,21851.476,21619.663,20944.346,21290.901,21358.200,21659.453,21787.406,21304.920,21517.012,21865.808,22257.510,21768.058,21192.936,21420.856,21164.786,21732.363,21568.994,21517.424,22736.969,22497.195,22554.338,24082.882,24054.628,22901.087,21560.912,21893.015,21618.466,20994.198,21407.995,21197.265,22256.655,22372.801,21340.322,21943.062,22084.349,22364.062,21584.364,22253.785,21770.588,21531.932,20951.557,22114.691,21668.244,21718.032,22096.791,22562.493,22135.218,22057.544,21608.395,21987.557,21916.991,21987.211,21907.883,21439.318,22018.051,21964.973,21654.595,21766.642,21657.566,21891.337,21706.960,22193.903,21743.649,21997.264,23009.140,21260.847,21697.013,20773.068,20476.984,22476.726
644,643,20998.807,21453.374,21698.263,20638.914,20822.077,20784.759,20607.611,20331.292,20488.784,20735.240,21333.829,20473.976,20680.914,19935.734,20593.697,20107.242,19555.692,19354.680,18825.701,18162.314,17890.887,18302.340,19104.452,19436.835,19841.619,20627.251,19826.603,21006.128,19810.671,19741.016,20763.646,19019.770,20302.793,20829.784,20112.702,20080.600,21186.202,22643.915,20099.492,21168.145,20787.131,21200.863,20876.691,20703.049,20043.893,20812.135,20244.557,20522.835,21423.805,21924.281,20989.721,22144.569,21728.107,21780.591,22319.750,20708.357,21035.496,20839.539,21397.577,21163.352,21736.322,22292.994,21932.093,21903.389,23094.332,23353.135,22492.270,21374.283,21998.690,21491.985,21767.059,21733.089,22293.736,21595.449,21982.666,21550.219,22440.086,22467.387,21459.361,21515.072,21977.476,21811.932,21588.293,20910.340,21290.787,21319.669,21650.304,21745.866,21319.548,21458.151,21848.164,22227.132,21743.816,21165.725,21392.200,21152.557,21690.171,21537.484,21525.451,22682.489,22503.539,22540.613,24050.567,24019.154,22837.711,21567.845,21867.877,21578.224,20981.248,21400.137,21177.468,22231.134,22348.927,21327.994,21935.204,22049.611,22333.448,21560.751,22205.294,21738.140,21527.119,20914.821,22092.020,21599.423,21682.722,22078.438,22522.811,22112.693,22044.720,21572.419,21975.639,21905.724,21998.463,21860.114,21387.186,21997.108,21949.095,21615.104,21731.526,21647.174,21825.103,21704.797,22174.238,21710.374,21967.857,22995.037,21213.713,21688.088,20729.490,20445.787,22466.836
645,644,20992.738,21353.312,21622.584,20606.559,20797.537,20724.289,20585.806,20336.680,20429.681,20678.561,21267.851,20443.993,20626.160,19863.042,20577.007,20078.422,19459.289,19311.707,18849.369,18103.957,17870.929,18232.554,19124.523,19416.303,19819.524,20587.586,19808.956,20971.453,19785.142,19718.806,20725.441,18976.108,20330.367,20811.880,20069.301,20038.587,21154.164,22658.788,20088.429,21162.013,20812.303,21206.806,20889.205,20685.673,20002.243,20772.113,20226.381,20498.786,21466.330,21890.893,21024.440,22117.863,21742.883,21797.813,22312.415,20693.321,20996.977,20874.143,21402.800,21116.525,21706.258,22258.928,21918.976,21894.860,23074.242,23344.308,22458.858,21355.211,21956.467,21493.679,21751.801,21735.108,22273.744,21573.569,21949.463,21491.956,22405.073,22448.479,21468.167,21492.850,21944.823,21809.514,21582.639,20916.400,21267.631,21283.901,21618.281,21702.942,21306.073,21392.652,21838.059,22209.246,21708.045,21154.369,21385.451,21153.284,21666.081,21545.705,21517.289,22640.738,22504.179,22515.771,24040.475,24041.450,22780.968,21516.044,21844.612,21532.973,20973.591,21360.180,21199.844,22192.513,22330.458,21336.662,21896.752,22037.920,22301.832,21548.943,22169.370,21760.126,21499.379,20918.280,22078.655,21588.634,21671.927,22024.972,22489.647,22106.209,22016.649,21528.747,21945.288,21871.592,21992.794,21796.120,21340.267,21977.805,21920.335,21574.421,21743.891,21624.121,21799.397,21696.975,22160.516,21694.316,21954.508,22991.012,21171.462,21652.252,20726.032,20379.974,22501.706
646,645,21007.842,21324.288,21581.757,20579.617,20779.883,20652.510,20605.655,20286.282,20426.589,20683.766,21224.449,20429.988,20583.857,19860.998,20534.457,20072.847,19384.719,19255.784,18805.312,18071.219,17823.122,18209.053,19132.418,19375.592,19795.920,20548.873,19778.519,20963.667,19773.775,19732.585,20720.849,18966.101,20318.860,20868.427,20060.550,19989.355,21158.214,22681.422,20093.727,21171.199,20846.885,21227.978,20885.142,20685.641,20031.405,20786.357,20239.988,20492.073,21451.725,21901.458,21065.620,22114.752,21713.043,21795.685,22336.890,20699.818,20980.669,20933.186,21371.612,21059.146,21698.322,22225.388,21934.117,21858.719,23022.691,23338.779,22448.062,21340.259,21958.409,21472.927,21779.313,21721.409,22273.781,21565.064,21935.125,21468.120,22431.890,22409.004,21440.524,21456.812,21899.532,21764.160,21589.760,20892.809,21221.990,21213.576,21621.417,21674.066,21296.543,21387.170,21836.907,22189.167,21665.816,21155.265,21386.382,21152.144,21642.818,21539.566,21508.315,22599.802,22508.124,22514.277,24013.055,24034.799,22748.266,21473.987,21846.307,21532.731,20953.124,21313.476,21192.187,22202.713,22346.404,21290.310,21892.252,22030.279,22261.310,21585.990,22127.554,21721.194,21492.881,20874.243,22085.127,21571.056,21643.324,21994.658,22477.019,22112.178,21956.248,21535.272,21923.618,21852.175,22003.372,21765.101,21349.286,21943.607,21913.374,21549.359,21735.244,21621.288,21759.997,21688.402,22161.140,21699.595,21956.643,22961.358,21134.853,21639.763,20675.519,20367.645,22508.675
647,646,20990.423,21298.694,21525.178,20534.183,20743.909,20591.438,20550.271,20240.641,20403.604,20638.508,21181.025,20409.843,20523.647,19825.138,20510.331,20013.199,19311.743,19202.613,18753.190,18001.129,17723.037,18136.796,19089.840,19311.938,19759.134,20517.016,19720.266,20907.367,19738.444,19675.613,20689.692,18906.633,20316.183,20870.270,20044.748,19955.372,21156.960,22681.416,20059.230,21174.208,20848.585,21234.206,20888.770,20676.625,19988.709,20810.756,20222.171,20490.513,21450.243,21923.400,21037.536,22135.526,21705.138,21774.765,22333.388,20683.561,20965.975,20959.197,21336.952,21030.753,21672.737,22221.568,21942.998,21821.777,22999.309,23338.565,22430.332,21299.460,21916.708,21479.095,21758.216,21700.028,22260.917,21557.235,21897.831,21466.538,22401.636,22387.353,21417.516,21428.664,21880.161,21758.305,21579.534,20850.863,21221.853,21192.320,21595.974,21646.254,21260.321,21348.384,21837.828,22176.154,21653.232,21142.004,21375.566,21149.147,21620.429,21504.087,21511.764,22585.459,22524.692,22515.960,23984.121,23983.479,22724.662,21460.497,21821.009,21499.737,20976.579,21263.273,21187.176,22175.727,22347.095,21287.397,21859.391,22029.711,22231.817,21560.107,22090.687,21690.660,21476.323,20837.489,22060.878,21522.116,21650.606,22006.527,22482.361,22118.329,21939.377,21513.292,21917.134,21825.610,21987.166,21760.084,21343.462,21925.788,21925.530,21550.961,21710.586,21620.406,21708.971,21632.310,22153.506,21663.765,21924.253,22955.172,21090.244,21628.060,20646.679,20307.525,22555.092
648,647,20980.043,21258.564,21448.715,20504.842,20738.277,20531.059,20526.969,20217.861,20373.390,20576.063,21139.694,20388.976,20453.125,19805.348,20461.427,19998.345,19262.898,19114.904,18738.410,17935.700,17636.835,18033.933,19006.059,19283.941,19741.419,20488.995,19699.445,20890.662,19730.575,19648.544,20607.476,18856.686,20326.168,20856.162,20017.780,19916.263,21168.066,22690.405,19999.134,21163.660,20846.309,21277.251,20905.111,20691.141,19986.434,20762.955,20237.960,20479.668,21462.427,21937.627,21032.189,22115.977,21686.472,21763.294,22338.958,20663.143,20962.337,21004.659,21333.104,20987.648,21641.697,22196.891,21908.706,21800.065,22997.358,23331.887,22410.581,21287.052,21891.162,21464.041,21753.408,21699.699,22235.421,21515.987,21899.749,21443.549,22396.602,22371.486,21397.431,21378.521,21827.300,21734.302,21565.911,20831.053,21176.021,21148.036,21583.144,21652.417,21241.470,21276.455,21796.152,22149.920,21626.608,21104.177,21353.162,21122.096,21586.233,21513.984,21477.359,22574.468,22515.105,22507.054,23979.528,23989.305,22719.356,21419.843,21785.992,21463.439,20972.749,21198.554,21187.686,22153.178,22316.139,21285.930,21868.283,22031.941,22217.224,21557.627,22037.829,21689.658,21493.475,20799.772,22063.991,21512.052,21624.160,21972.749,22447.329,22088.825,21920.412,21460.627,21889.813,21841.027,21984.404,21717.049,21333.174,21909.411,21890.156,21536.023,21689.770,21594.751,21703.600,21616.126,22128.987,21646.760,21916.619,22916.657,21031.549,21618.927,20605.572,20264.119,22613.514
